Provider,Phys_Count,Patient_Count,Norm_Patient_Count,Claim_Count,Norm_Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,Inpatient_Count,Outpatient_Count,Norm_Inpatient_Count,Norm_Outpatient_Count,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer_1,ChronicCond_Alzheimer_2,ChronicCond_KidneyDisease_1,ChronicCond_KidneyDisease_2,ChronicCond_Cancer_1,ChronicCond_Cancer_2,ChronicCond_ObstrPulmonary_1,ChronicCond_ObstrPulmonary_2,ChronicCond_Depression_1,ChronicCond_Depression_2,ChronicCond_Diabetes_1,ChronicCond_Diabetes_2,ChronicCond_IschemicHeart_1,ChronicCond_IschemicHeart_2,ChronicCond_Osteoporasis_1,ChronicCond_Osteoporasis_2,ChronicCond_rheumatoidarthritis_1,ChronicCond_rheumatoidarthritis_2,ChronicCond_stroke_1,ChronicCond_stroke_2,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount,FraudNeighbor_Count
PRV54602,5,13,2.6,14,2.8,Outpatient,0,0,1,0.0,14.0,0.0,1.0,0.0,0.0,2.857142857142857,124.28571428571429,75,7.0,6.0,13.0,0.0,0.0,0.0,5.0,8.0,4.0,9.0,3.0,10.0,5.0,8.0,6.0,7.0,9.0,4.0,13.0,0.0,4.0,9.0,3.0,10.0,2.0,11.0,No,5.0,0.0,0.0,0.0
PRV54603,9,32,3.56,57,6.33,Outpatient,0,0,1,0.0,57.0,0.0,1.0,0.0,0.0,1.9824561403508771,288.7719298245614,72,15.0,17.0,32.0,0.0,0.0,0.0,10.0,22.0,13.0,19.0,2.0,30.0,9.0,23.0,11.0,21.0,21.0,11.0,20.0,12.0,15.0,17.0,13.0,19.0,4.0,28.0,No,6.0,0.0,0.0,0.0
PRV54604,3,15,5.0,38,12.67,Outpatient,0,0,1,0.0,38.0,0.0,1.0,0.0,0.0,0.5789473684210527,218.68421052631578,72,5.0,10.0,12.0,3.0,0.0,0.0,3.0,12.0,5.0,10.0,4.0,11.0,6.0,9.0,5.0,10.0,10.0,5.0,12.0,3.0,2.0,13.0,6.0,9.0,0.0,15.0,No,5.0,0.0,0.0,0.0
PRV54606,4,8,2.0,8,2.0,Outpatient,0,0,1,0.0,8.0,0.0,1.0,0.0,0.0,2.5,188.75,67,4.0,4.0,8.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.0,7.0,3.0,5.0,3.0,5.0,4.0,4.0,6.0,2.0,3.0,5.0,1.0,7.0,0.0,8.0,No,1.0,0.0,0.0,0.0
PRV54608,2,10,5.0,33,16.5,Outpatient,0,0,1,0.0,33.0,0.0,1.0,0.0,0.0,2.515151515151515,322.72727272727275,74,5.0,5.0,8.0,1.0,1.0,0.0,6.0,4.0,4.0,6.0,1.0,9.0,3.0,7.0,3.0,7.0,6.0,4.0,6.0,4.0,4.0,6.0,1.0,9.0,0.0,10.0,No,0.0,0.0,0.0,0.0
PRV54609,4,14,3.5,45,11.25,Outpatient,0,0,1,0.0,45.0,0.0,1.0,0.0,0.0,0.6666666666666666,385.1111111111111,64,9.0,5.0,14.0,0.0,0.0,0.0,2.0,12.0,5.0,9.0,2.0,12.0,3.0,11.0,6.0,8.0,8.0,6.0,8.0,6.0,4.0,10.0,2.0,12.0,0.0,14.0,No,1.0,0.0,0.0,0.0
PRV54610,3,21,7.0,45,15.0,Outpatient,0,0,1,0.0,45.0,0.0,1.0,0.0,0.0,2.688888888888889,325.77777777777777,75,11.0,10.0,21.0,0.0,0.0,0.0,8.0,13.0,7.0,14.0,3.0,18.0,4.0,17.0,10.0,11.0,14.0,7.0,18.0,3.0,8.0,13.0,6.0,15.0,2.0,19.0,No,1.0,0.0,0.0,0.0
PRV54611,5,6,1.2,6,1.2,Both_Service,1,0,0,1.0,5.0,0.17,0.83,0.0,0.0,0.3333333333333333,988.0,69,4.0,2.0,5.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,0.0,6.0,0.0,6.0,2.0,4.0,0.0,6.0,3.0,3.0,2.0,4.0,0.0,6.0,0.0,6.0,No,2.0,0.0,0.0,0.0
PRV54612,4,4,1.0,12,3.0,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,0.0,100.83333333333333,72,2.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,No,0.0,0.0,0.0,0.0
PRV54614,4,8,2.0,15,3.75,Outpatient,0,0,1,0.0,15.0,0.0,1.0,0.0,0.0,0.6,98.66666666666667,64,4.0,4.0,7.0,1.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,6.0,0.0,8.0,1.0,7.0,5.0,3.0,6.0,2.0,3.0,5.0,2.0,6.0,0.0,8.0,No,2.0,0.0,0.0,0.0
PRV54615,1,2,2.0,5,5.0,Outpatient,0,0,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,62.0,75,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,No,2.0,0.0,0.0,0.0
PRV54616,4,5,1.25,5,1.25,Both_Service,1,0,0,2.0,3.0,0.4,0.6,0.0,0.0,1.6,5089.2,78,1.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,5.0,0.0,1.0,4.0,0.0,5.0,0.0,5.0,No,4.0,0.0,0.0,0.0
PRV54618,1,18,18.0,32,32.0,Outpatient,0,0,1,0.0,32.0,0.0,1.0,0.0,0.0,0.0625,324.375,70,10.0,8.0,16.0,2.0,0.0,0.0,4.0,14.0,5.0,13.0,2.0,16.0,3.0,15.0,8.0,10.0,10.0,8.0,13.0,5.0,7.0,11.0,7.0,11.0,1.0,17.0,No,4.0,0.0,0.0,0.0
PRV54619,2,21,10.5,33,16.5,Outpatient,0,0,1,0.0,33.0,0.0,1.0,0.0,0.0,1.0303030303030303,294.24242424242425,78,8.0,13.0,21.0,0.0,0.0,0.0,7.0,14.0,10.0,11.0,3.0,18.0,5.0,16.0,9.0,12.0,14.0,7.0,14.0,7.0,7.0,14.0,6.0,15.0,1.0,20.0,No,1.0,0.0,0.0,0.0
PRV54620,5,12,2.4,13,2.6,Both_Service,1,0,0,7.0,6.0,0.54,0.46,0.0,0.0,2.923076923076923,6307.384615384615,72,4.0,8.0,12.0,0.0,0.0,0.0,5.0,7.0,6.0,6.0,2.0,10.0,5.0,7.0,7.0,5.0,11.0,1.0,9.0,3.0,3.0,9.0,3.0,9.0,4.0,8.0,No,4.0,0.0,0.0,0.0
PRV54621,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,900.0,79,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV54622,6,8,1.33,10,1.67,Outpatient,0,0,1,0.0,10.0,0.0,1.0,0.0,0.0,1.8,92.0,74,3.0,5.0,7.0,1.0,0.0,0.0,3.0,5.0,2.0,6.0,0.0,8.0,1.0,7.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,7.0,1.0,7.0,No,5.0,0.0,0.0,0.0
PRV54623,2,11,5.5,43,21.5,Outpatient,0,0,1,0.0,43.0,0.0,1.0,0.0,0.0,0.8837209302325582,193.72093023255815,77,4.0,7.0,11.0,0.0,0.0,0.0,3.0,8.0,3.0,8.0,2.0,9.0,4.0,7.0,6.0,5.0,8.0,3.0,7.0,4.0,5.0,6.0,2.0,9.0,1.0,10.0,No,0.0,0.0,0.0,0.0
PRV54624,6,8,1.33,10,1.67,Outpatient,0,0,1,0.0,10.0,0.0,1.0,0.0,0.0,4.0,1018.0,64,5.0,3.0,8.0,0.0,0.0,0.0,2.0,6.0,2.0,6.0,0.0,8.0,2.0,6.0,4.0,4.0,6.0,2.0,5.0,3.0,1.0,7.0,3.0,5.0,0.0,8.0,No,2.0,0.0,0.0,0.0
PRV54625,1,7,7.0,16,16.0,Outpatient,0,0,1,0.0,16.0,0.0,1.0,0.0,0.0,1.875,455.625,71,3.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,7.0,1.0,6.0,2.0,5.0,3.0,4.0,5.0,2.0,1.0,6.0,1.0,6.0,0.0,7.0,No,1.0,1.0,0.0,1.0
PRV54627,5,13,2.6,26,5.2,Outpatient,0,0,1,0.0,26.0,0.0,1.0,0.0,0.0,0.8076923076923077,212.69230769230768,78,8.0,5.0,12.0,1.0,0.0,0.0,4.0,9.0,5.0,8.0,2.0,11.0,4.0,9.0,7.0,6.0,6.0,7.0,11.0,2.0,2.0,11.0,5.0,8.0,0.0,13.0,No,2.0,0.0,1.0,0.0
PRV54628,2,4,2.0,4,2.0,Outpatient,0,0,1,0.0,4.0,0.0,1.0,0.0,0.0,0.75,385.0,75,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,No,0.0,0.0,0.0,0.0
PRV54629,2,3,1.5,3,1.5,Outpatient,0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,193.33333333333334,79,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,No,5.0,1.0,0.0,2.0
PRV54630,4,23,5.75,85,21.25,Outpatient,0,0,1,0.0,85.0,0.0,1.0,0.0,0.0,1.576470588235294,303.29411764705884,77,9.0,14.0,23.0,0.0,0.0,0.0,6.0,17.0,7.0,16.0,1.0,22.0,9.0,14.0,9.0,14.0,14.0,9.0,17.0,6.0,3.0,20.0,6.0,17.0,3.0,20.0,No,1.0,0.0,0.0,0.0
PRV54633,7,6,0.86,12,1.71,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,3.25,121.66666666666667,67,1.0,5.0,6.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,6.0,0.0,6.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,5.0,0.0,6.0,No,3.0,0.0,0.0,0.0
PRV54634,12,23,1.92,32,2.67,Outpatient,0,0,1,0.0,32.0,0.0,1.0,0.0,0.0,0.71875,196.875,72,8.0,15.0,22.0,0.0,1.0,0.0,8.0,15.0,11.0,12.0,4.0,19.0,6.0,17.0,12.0,11.0,15.0,8.0,17.0,6.0,5.0,18.0,6.0,17.0,5.0,18.0,No,6.0,0.0,0.0,0.0
PRV54635,1,11,11.0,33,33.0,Outpatient,0,0,1,0.0,33.0,0.0,1.0,0.0,0.0,2.121212121212121,206.96969696969697,70,5.0,6.0,11.0,0.0,0.0,0.0,5.0,6.0,5.0,6.0,1.0,10.0,4.0,7.0,8.0,3.0,9.0,2.0,9.0,2.0,2.0,9.0,4.0,7.0,1.0,10.0,No,0.0,0.0,0.0,0.0
PRV54636,2,51,25.5,76,38.0,Outpatient,0,0,1,0.0,76.0,0.0,1.0,0.0,0.0,2.039473684210526,349.7368421052632,75,26.0,25.0,48.0,1.0,1.0,1.0,17.0,34.0,16.0,35.0,8.0,43.0,15.0,36.0,24.0,27.0,34.0,17.0,39.0,12.0,14.0,37.0,14.0,37.0,7.0,44.0,No,1.0,0.0,0.0,0.0
PRV54637,4,12,3.0,13,3.25,Inpatient,0,1,0,13.0,0.0,1.0,0.0,0.0,0.0,7.3076923076923075,18370.46153846154,67,6.0,6.0,12.0,0.0,0.0,0.0,7.0,5.0,6.0,6.0,2.0,10.0,7.0,5.0,8.0,4.0,10.0,2.0,10.0,2.0,4.0,8.0,3.0,9.0,5.0,7.0,No,1.0,0.0,0.0,0.0
PRV54638,3,6,2.0,6,2.0,Inpatient,0,1,0,6.0,0.0,1.0,0.0,0.0,0.0,3.5,14734.666666666666,80,2.0,4.0,6.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,6.0,2.0,4.0,3.0,3.0,6.0,0.0,6.0,0.0,1.0,5.0,1.0,5.0,2.0,4.0,No,2.0,0.0,0.0,0.0
PRV54639,4,12,3.0,13,3.25,Inpatient,0,1,0,13.0,0.0,1.0,0.0,0.0,0.0,4.0,9447.384615384615,78,5.0,7.0,12.0,0.0,0.0,0.0,6.0,6.0,7.0,5.0,3.0,9.0,3.0,9.0,7.0,5.0,11.0,1.0,12.0,0.0,3.0,9.0,2.0,10.0,6.0,6.0,No,2.0,0.0,0.0,0.0
PRV54640,16,19,1.19,19,1.19,Both_Service,1,0,0,7.0,12.0,0.37,0.63,0.0,0.0,3.6842105263157894,4304.0,69,8.0,11.0,15.0,1.0,2.0,1.0,7.0,12.0,10.0,9.0,3.0,16.0,11.0,8.0,7.0,12.0,14.0,5.0,12.0,7.0,7.0,12.0,7.0,12.0,2.0,17.0,No,2.0,1.0,1.0,1.0
PRV54642,30,46,1.53,49,1.63,Outpatient,0,0,1,0.0,49.0,0.0,1.0,0.0,0.0,2.2653061224489797,292.85714285714283,74,23.0,23.0,36.0,4.0,3.0,3.0,19.0,27.0,17.0,29.0,7.0,39.0,12.0,34.0,16.0,30.0,33.0,13.0,37.0,9.0,12.0,34.0,11.0,35.0,4.0,42.0,No,6.0,0.0,0.0,0.0
PRV54643,16,18,1.12,18,1.12,Outpatient,0,0,1,0.0,18.0,0.0,1.0,0.0,0.0,0.0,465.55555555555554,71,9.0,9.0,9.0,2.0,4.0,3.0,6.0,12.0,8.0,10.0,3.0,15.0,8.0,10.0,6.0,12.0,15.0,3.0,16.0,2.0,4.0,14.0,5.0,13.0,4.0,14.0,No,2.0,0.0,0.0,0.0
PRV54644,53,66,1.25,68,1.28,Both_Service,1,0,0,22.0,46.0,0.32,0.68,0.0,0.0,2.0588235294117645,3468.9117647058824,72,28.0,38.0,51.0,8.0,6.0,1.0,27.0,39.0,34.0,32.0,8.0,58.0,25.0,41.0,31.0,35.0,44.0,22.0,52.0,14.0,20.0,46.0,15.0,51.0,10.0,56.0,Yes,4.0,1.0,0.0,1.0
PRV54645,2,2,1.0,2,1.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,535.0,85,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,No,2.0,0.0,0.0,0.0
PRV54646,1,13,13.0,23,23.0,Outpatient,0,0,1,0.0,23.0,0.0,1.0,0.0,0.0,2.4782608695652173,486.0869565217391,64,10.0,3.0,10.0,1.0,2.0,0.0,5.0,8.0,4.0,9.0,4.0,9.0,5.0,8.0,5.0,8.0,9.0,4.0,9.0,4.0,5.0,8.0,5.0,8.0,3.0,10.0,No,0.0,0.0,0.0,0.0
PRV54649,47,73,1.55,75,1.6,Both_Service,1,0,0,22.0,53.0,0.29,0.71,0.0,0.0,3.16,4503.973333333333,76,33.0,40.0,58.0,4.0,8.0,3.0,36.0,37.0,33.0,40.0,11.0,62.0,25.0,48.0,35.0,38.0,55.0,18.0,59.0,14.0,24.0,49.0,29.0,44.0,7.0,66.0,Yes,6.0,1.0,0.0,1.0
PRV54651,61,87,1.43,91,1.49,Both_Service,1,0,0,21.0,70.0,0.23,0.77,0.0,0.0,2.208791208791209,3442.087912087912,71,39.0,48.0,64.0,5.0,13.0,5.0,42.0,45.0,41.0,46.0,19.0,68.0,36.0,51.0,40.0,47.0,70.0,17.0,64.0,23.0,33.0,54.0,31.0,56.0,16.0,71.0,Yes,3.0,0.0,0.0,0.0
PRV54652,2,33,16.5,38,19.0,Outpatient,0,0,1,0.0,38.0,0.0,1.0,0.0,0.0,1.2105263157894737,318.42105263157896,74,12.0,21.0,29.0,2.0,1.0,1.0,12.0,21.0,13.0,20.0,4.0,29.0,11.0,22.0,11.0,22.0,20.0,13.0,25.0,8.0,8.0,25.0,11.0,22.0,3.0,30.0,No,0.0,0.0,0.0,0.0
PRV54653,34,61,1.79,70,2.06,Both_Service,1,0,0,40.0,30.0,0.57,0.43,0.0,0.0,3.1285714285714286,6006.571428571428,74,27.0,34.0,57.0,0.0,4.0,0.0,30.0,31.0,29.0,32.0,9.0,52.0,25.0,36.0,30.0,31.0,42.0,19.0,47.0,14.0,25.0,36.0,22.0,39.0,8.0,53.0,No,2.0,1.0,0.0,2.0
PRV54656,21,35,1.67,35,1.67,Outpatient,0,0,1,0.0,35.0,0.0,1.0,0.0,0.0,0.7714285714285715,326.0,72,14.0,21.0,26.0,1.0,5.0,3.0,11.0,24.0,11.0,24.0,3.0,32.0,7.0,28.0,13.0,22.0,24.0,11.0,21.0,14.0,15.0,20.0,9.0,26.0,2.0,33.0,No,5.0,0.0,0.0,0.0
PRV54657,34,46,1.35,46,1.35,Both_Service,1,0,0,17.0,29.0,0.37,0.63,0.0,0.0,2.3260869565217392,6747.304347826087,74,22.0,24.0,32.0,5.0,8.0,1.0,22.0,24.0,21.0,25.0,13.0,33.0,16.0,30.0,24.0,22.0,36.0,10.0,37.0,9.0,17.0,29.0,16.0,30.0,7.0,39.0,No,3.0,0.0,0.0,0.0
PRV54658,57,85,1.49,85,1.49,Both_Service,1,0,0,27.0,58.0,0.32,0.68,0.0,0.0,2.3411764705882354,2580.9411764705883,73,33.0,52.0,68.0,7.0,6.0,4.0,35.0,50.0,51.0,34.0,19.0,66.0,27.0,58.0,47.0,38.0,68.0,17.0,70.0,15.0,23.0,62.0,27.0,58.0,11.0,74.0,No,7.0,1.0,1.0,1.0
PRV54660,18,21,1.17,24,1.33,Outpatient,0,0,1,0.0,24.0,0.0,1.0,0.0,0.0,1.3333333333333333,214.16666666666666,70,6.0,15.0,13.0,3.0,2.0,3.0,6.0,15.0,7.0,14.0,1.0,20.0,3.0,18.0,7.0,14.0,12.0,9.0,13.0,8.0,4.0,17.0,4.0,17.0,0.0,21.0,No,4.0,1.0,0.0,2.0
PRV54661,12,19,1.58,19,1.58,Both_Service,1,0,0,3.0,16.0,0.16,0.84,0.0,0.0,0.9473684210526315,4810.736842105263,73,9.0,10.0,16.0,3.0,0.0,0.0,7.0,12.0,9.0,10.0,5.0,14.0,3.0,16.0,10.0,9.0,13.0,6.0,13.0,6.0,9.0,10.0,6.0,13.0,2.0,17.0,No,0.0,0.0,0.0,0.0
PRV54662,22,44,2.0,45,2.05,Both_Service,1,0,0,3.0,42.0,0.07,0.93,0.0,0.0,3.533333333333333,642.3111111111111,72,16.0,28.0,38.0,1.0,5.0,0.0,25.0,19.0,21.0,23.0,2.0,42.0,9.0,35.0,19.0,25.0,32.0,12.0,34.0,10.0,16.0,28.0,14.0,30.0,4.0,40.0,No,4.0,1.0,0.0,1.0
PRV54664,2,2,1.0,2,1.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,650.0,71,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,No,0.0,0.0,0.0,0.0
PRV54666,3,5,1.67,5,1.67,Both_Service,1,0,0,1.0,4.0,0.2,0.8,0.0,0.0,2.0,2493.6,72,4.0,1.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,5.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,0.0,5.0,No,0.0,0.0,0.0,0.0
PRV54667,15,66,4.4,166,11.07,Both_Service,1,0,0,9.0,157.0,0.05,0.95,4.0,0.02,3.1325301204819276,876.1084337349398,71,35.0,31.0,58.0,4.0,4.0,0.0,20.0,46.0,21.0,45.0,12.0,54.0,13.0,53.0,26.0,40.0,40.0,26.0,47.0,19.0,19.0,47.0,21.0,45.0,10.0,56.0,No,2.0,0.0,1.0,0.0
PRV54668,26,261,10.04,306,11.77,Both_Service,1,0,0,1.0,305.0,0.0,1.0,0.0,0.0,1.2581699346405228,319.1111111111111,73,114.0,147.0,205.0,25.0,22.0,9.0,103.0,158.0,101.0,160.0,33.0,228.0,79.0,182.0,100.0,161.0,167.0,94.0,187.0,74.0,72.0,189.0,67.0,194.0,30.0,231.0,No,6.0,1.0,2.0,1.0
PRV54670,13,115,8.85,159,12.23,Outpatient,0,0,1,0.0,159.0,0.0,1.0,0.0,0.0,1.9119496855345912,249.11949685534591,73,42.0,73.0,97.0,9.0,7.0,2.0,47.0,68.0,41.0,74.0,21.0,94.0,43.0,72.0,54.0,61.0,79.0,36.0,83.0,32.0,39.0,76.0,25.0,90.0,11.0,104.0,No,1.0,0.0,0.0,0.0
PRV54671,2,1,0.5,3,1.5,Outpatient,0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,306.6666666666667,74,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,No,2.0,0.0,0.0,0.0
PRV54672,4,7,1.75,10,2.5,Outpatient,0,0,1,0.0,10.0,0.0,1.0,0.0,0.0,3.4,420.0,62,4.0,3.0,5.0,0.0,2.0,0.0,1.0,6.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,1.0,6.0,No,2.0,0.0,0.0,0.0
PRV54673,1,1,1.0,1,1.0,Inpatient,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,6000.0,66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.0,0.0,0.0
PRV54674,1,3,3.0,3,3.0,Inpatient,0,1,0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,10068.0,86,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,No,0.0,0.0,0.0,0.0
PRV54675,3,34,11.33,37,12.33,Inpatient,0,1,0,37.0,0.0,1.0,0.0,0.0,0.0,5.054054054054054,12473.405405405405,72,21.0,13.0,32.0,2.0,0.0,0.0,17.0,17.0,23.0,11.0,5.0,29.0,18.0,16.0,21.0,13.0,27.0,7.0,29.0,5.0,18.0,16.0,15.0,19.0,9.0,25.0,Yes,1.0,1.0,0.0,1.0
PRV54676,4,36,9.0,40,10.0,Inpatient,0,1,0,40.0,0.0,1.0,0.0,0.0,0.0,5.125,10394.6,73,21.0,15.0,33.0,1.0,2.0,0.0,22.0,14.0,27.0,9.0,4.0,32.0,16.0,20.0,21.0,15.0,27.0,9.0,28.0,8.0,14.0,22.0,11.0,25.0,6.0,30.0,Yes,0.0,0.0,0.0,0.0
PRV54677,2,15,7.5,27,13.5,Outpatient,0,0,1,0.0,27.0,0.0,1.0,0.0,0.0,4.962962962962963,606.6666666666666,71,7.0,8.0,13.0,1.0,1.0,0.0,4.0,11.0,7.0,8.0,0.0,15.0,4.0,11.0,5.0,10.0,10.0,5.0,8.0,7.0,4.0,11.0,3.0,12.0,0.0,15.0,No,1.0,0.0,0.0,0.0
PRV54678,3,7,2.33,15,5.0,Outpatient,0,0,1,0.0,15.0,0.0,1.0,0.0,0.0,0.0,461.3333333333333,65,3.0,4.0,5.0,1.0,0.0,1.0,4.0,3.0,1.0,6.0,1.0,6.0,1.0,6.0,2.0,5.0,4.0,3.0,5.0,2.0,2.0,5.0,1.0,6.0,0.0,7.0,No,2.0,0.0,0.0,0.0
PRV54679,1,1,1.0,1,1.0,Inpatient,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,8068.0,71,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV54680,4,17,4.25,18,4.5,Inpatient,0,1,0,18.0,0.0,1.0,0.0,0.0,0.0,7.277777777777778,15345.777777777777,69,9.0,8.0,10.0,6.0,1.0,0.0,6.0,11.0,10.0,7.0,2.0,15.0,8.0,9.0,9.0,8.0,14.0,3.0,15.0,2.0,10.0,7.0,7.0,10.0,7.0,10.0,Yes,1.0,1.0,0.0,1.0
PRV54681,125,285,2.28,301,2.41,Outpatient,0,0,1,0.0,301.0,0.0,1.0,0.0,0.0,1.1295681063122924,213.88704318936877,74,119.0,166.0,257.0,15.0,4.0,9.0,113.0,172.0,107.0,178.0,36.0,249.0,85.0,200.0,125.0,160.0,194.0,91.0,213.0,72.0,88.0,197.0,85.0,200.0,29.0,256.0,No,4.0,0.0,0.0,0.0
PRV54682,50,88,1.76,96,1.92,Both_Service,1,0,0,6.0,90.0,0.06,0.94,0.0,0.0,1.3854166666666667,660.7291666666666,70,33.0,55.0,82.0,1.0,1.0,4.0,42.0,46.0,41.0,47.0,12.0,76.0,29.0,59.0,39.0,49.0,59.0,29.0,63.0,25.0,30.0,58.0,30.0,58.0,8.0,80.0,No,1.0,1.0,1.0,1.0
PRV54683,140,406,2.9,462,3.3,Outpatient,0,0,1,0.0,462.0,0.0,1.0,0.0,0.0,1.2878787878787878,270.4112554112554,73,186.0,220.0,365.0,26.0,5.0,10.0,160.0,246.0,152.0,254.0,75.0,331.0,122.0,284.0,165.0,241.0,281.0,125.0,301.0,105.0,112.0,294.0,114.0,292.0,49.0,357.0,No,3.0,0.0,0.0,0.0
PRV54684,44,128,2.91,133,3.02,Outpatient,0,0,1,0.0,133.0,0.0,1.0,0.0,0.0,2.0,327.81954887218046,74,50.0,78.0,113.0,11.0,0.0,4.0,52.0,76.0,49.0,79.0,20.0,108.0,35.0,93.0,52.0,76.0,86.0,42.0,93.0,35.0,36.0,92.0,41.0,87.0,6.0,122.0,No,1.0,0.0,0.0,0.0
PRV54685,46,139,3.02,145,3.15,Outpatient,0,0,1,0.0,145.0,0.0,1.0,0.0,0.0,2.3241379310344827,278.6896551724138,76,58.0,81.0,118.0,10.0,5.0,6.0,51.0,88.0,63.0,76.0,24.0,115.0,34.0,105.0,62.0,77.0,104.0,35.0,108.0,31.0,39.0,100.0,46.0,93.0,11.0,128.0,No,0.0,0.0,0.0,0.0
PRV54686,55,125,2.27,157,2.85,Both_Service,1,0,0,14.0,143.0,0.09,0.91,0.0,0.0,1.5541401273885351,1025.4904458598726,71,56.0,69.0,109.0,12.0,1.0,3.0,55.0,70.0,49.0,76.0,20.0,105.0,37.0,88.0,53.0,72.0,89.0,36.0,88.0,37.0,35.0,90.0,30.0,95.0,10.0,115.0,No,1.0,0.0,0.0,0.0
PRV54687,16,18,1.12,18,1.12,Outpatient,0,0,1,0.0,18.0,0.0,1.0,0.0,0.0,1.1111111111111112,525.5555555555555,74,12.0,6.0,17.0,0.0,1.0,0.0,8.0,10.0,3.0,15.0,4.0,14.0,3.0,15.0,12.0,6.0,11.0,7.0,14.0,4.0,7.0,11.0,6.0,12.0,2.0,16.0,No,2.0,1.0,0.0,1.0
